,strategy,equal_weight,acwi_only
2015-04-09,0.002828045907160992,-0.001630021781952401,0.0039120768764366876
2015-04-10,0.005079215809930648,0.003930205844156154,0.0043839168403352335
2015-04-13,-0.005516933281833436,-0.00269766068401342,-0.005334699304057722
2015-04-14,0.0027560459065341216,-0.00025401978747077725,0.0037377764351960163
2015-04-15,0.005819900964409053,0.004092906053678347,0.0055053563449263265
2015-04-16,0.0009576582373403532,-0.0005764632934324998,0.0014490999145064798
2015-04-17,-0.01064769639169323,-0.0016856301858009515,-0.012381354487464913
2015-04-20,0.004074452141852315,-0.0008636184524511148,0.005372994945227694
2015-04-21,0.0031987523603692835,0.0018983392599767335,0.002914935574658717
2015-04-22,0.0025805503205063142,-0.00335015569147995,0.004359926059841479
2015-04-23,0.004056921598458519,0.0033474473185461373,0.003697513873341274
2015-04-24,0.0017675128927838294,-0.0020475728916208302,0.0035240719826694633
2015-04-27,0.0017295223187814286,0.0049900384764570704,-0.0003192036329711101
2015-04-28,0.0025913270742958794,0.0014965790849383598,0.0019158333387883086
2015-04-29,-0.005868228434103051,-0.003821329140001384,-0.005737041611005855
2015-04-30,-0.011142557975366119,-0.007206125566031729,-0.010418307062924459
2015-05-01,0.007819416591892125,0.0004682473506837648,0.00907013247972821
2015-05-04,0.0029246387179058253,0.0023727200287074757,0.002247361588312957
2015-05-05,-0.01110632732738558,-0.0026269490512945415,-0.012651980893612413
2015-05-06,-0.002534335853569647,-0.0018791291020779366,-0.0027576662239512384
2015-05-07,-0.0006754879415594493,-0.001242737102857161,0.00016275545686328385
2015-05-08,0.014828690208946373,0.00638925939787538,0.015937515796106805
2015-05-11,-0.005716638209976066,-0.0044058254518132,-0.00592285507025847
2015-05-12,-0.0010298589723896526,0.0015584699396856971,-0.0020936219721530147
2015-05-13,0.004114227623689581,0.005254199429940182,0.0025820354947760915
2015-05-14,0.010101338412340222,0.0046445644537889685,0.01062311138058103
2015-05-15,0.0020186090133576416,0.0025211903354238063,0.0019110272597171463
2015-05-18,-0.0007239206905683138,-0.0014213641215082007,-0.0007949004521687897
2015-05-19,-0.0029619458864074463,-0.005205937825068951,-0.001749944695680683
2015-05-20,2.0640493723622606e-05,0.0009765797062700476,-0.00015923353968860798
2015-05-21,0.0032501543169716207,0.0010566388204588106,0.00398458775043764
2015-05-22,-0.00364969397312247,-0.0015841735421121272,-0.003968773822878746
2015-05-26,-0.013655086330738607,-0.006333647418603011,-0.013547947870064192
2015-05-27,0.006526207384748939,0.002086005957190995,0.007270854284362249
2015-05-28,-0.001473944589091325,-0.00012200789257110767,-0.0017645415621611038
2015-05-29,-0.007016434778485792,-0.0016401077175144385,-0.007873999461926351
2015-06-01,-0.0006706068629931394,-0.0013275910351478182,-0.0006477397557861364
2015-06-02,0.0018620408983409443,0.00027803922647312573,0.0016205921438947613
2015-06-03,0.0024876594989745597,-0.00216595780031148,0.003560074129641988
2015-06-04,-0.00941106206949388,-0.0035252190164458963,-0.009674535452812272
2015-06-05,-0.005953423532732094,-0.004372758862198262,-0.0060241094772750525
2015-06-08,-0.0032439457498230516,0.00024574237751784356,-0.003931066907160163
2015-06-09,-0.0019979119741198484,-0.0008994838091082868,-0.00246666223480152
2015-06-10,0.014204108259821057,0.005057659290166272,0.014836884567019926
2015-06-11,0.002174380033446277,0.001179531007713508,0.0029237771241776844
2015-06-12,-0.006294845484690049,-0.0022002103023154584,-0.006964843150694455
2015-06-15,-0.004255696858308989,0.0001923250589794534,-0.005219195480035466
2015-06-16,0.001852938073242683,0.0002839860709244191,0.002459382475752836
2015-06-17,0.0010565280985338043,0.0015117099207082596,0.0006542523243266984
2015-06-18,0.010264652765681405,0.005776387047300158,0.009970532311836644
2015-06-19,-0.005562661007267755,-0.0010250334974654385,-0.005988036887510817
2015-06-22,0.007067401464297341,-0.0017808201984500505,0.01204829656982409
2015-06-23,0.0004816736543669102,-0.0016933931322488383,0.002252039278509921
2015-06-24,-0.006181288285708186,-0.0020066353515901802,-0.007062240055558888
2015-06-25,-0.0026478801825887245,-0.001478542321229237,-0.0029767968900995534
2015-06-26,-0.0005739635796869981,-0.00073458348253716,-0.0009842525771124322
2015-06-29,-0.022453278105151422,-0.0030638338811536936,-0.02545152410808138
2015-06-30,0.0008973222106035908,-0.0013183272961145298,0.001684894483909627
2015-07-01,0.005102680095862977,-0.0004689524547267787,0.00605527474102141
2015-07-02,0.00040563087381753084,0.00046034908809472475,0.0006689951247333958
2015-07-06,-0.010408293817729253,-0.0011459163600968103,-0.011863024524102483
2015-07-07,-0.00024707225745338433,-0.002270701855168783,0.0010144627669537165
2015-07-08,-0.01794524890885292,-0.0033522107756886466,-0.02027020573686955
2015-07-09,0.007691257823040543,0.00154330004330136,0.008275786433676435
2015-07-10,0.01920017355049173,0.004099921667714945,0.021203819457537243
2015-07-13,0.0053438493762576,0.00018564767828410655,0.0077027495618193775
2015-07-14,0.004665302772359027,0.0016398098503787595,0.006148356343475436
2015-07-15,-0.00244559660368193,-0.0011140952041920338,-0.0026425752576392236
2015-07-16,0.00527033036534439,0.0010586959203327806,0.007286005054474298
2015-07-17,-0.001643070432077388,-0.002794691195762783,-0.0006579321411237515
2015-07-20,-0.0052983369738323505,-0.007401670361290108,0.00016494011774614847
2015-07-21,-0.0025981449781482314,-0.0009204483780424766,-0.0024671840344456797
2015-07-22,-0.005434934494742527,-0.0026915910780071772,-0.005441291540733917
2015-07-23,-0.004875669533653681,-0.0014648342273093917,-0.00497340083162634
2015-07-24,-0.006575022203115255,-0.0001426941482784716,-0.010662937212258972
2015-07-27,-0.008340113991975895,-0.002907720956588228,-0.009262356844818909
2015-07-28,0.009823905901790076,0.003041735308034227,0.011898430842373076
2015-07-29,0.005258181911961391,0.0015178099897225628,0.006215648903297621
2015-07-30,-0.00224590941863243,-0.0022521867069639767,-0.000667989745743891
2015-07-31,0.0023351973716438934,0.003214431282494379,0.001336557654043835
2015-08-03,-0.004117986146471031,-0.0022652310807196596,-0.003169969510877002
2015-08-04,-0.0003997652588024981,-0.0010389331962921133,-0.0010040271487932184
2015-08-05,0.002622033776084809,-0.0005408470242589392,0.004188282471069282
2015-08-06,-0.004453570738667745,-0.00010684740041702612,-0.006673475217623959
2015-08-07,-0.000845351736760458,0.0007008589777883767,-0.0016793597968023377
2015-08-10,0.012542771425445931,0.005485010130333479,0.013122325535455781
2015-08-11,-0.00960597115954447,-0.0008129365020064228,-0.013284424101937642
2015-08-12,-2.295793913793592e-05,0.0024622173151669646,-0.0035342447460918747
2015-08-13,-0.0024627090543081873,-0.003093864900989951,-0.0010134225367983696
2015-08-14,0.0018747298717707085,0.0002042719995650477,0.0023668124336992946
2015-08-17,0.0009002731273492224,0.0014563288646198824,0.00033751069373266773
2015-08-18,-0.0033942039507878163,-0.0018096566037592576,-0.004721172154839914
2015-08-19,-0.0035154893529429463,0.002311043758239817,-0.009317276872419233
2015-08-20,-0.011721596542240078,-0.0008043376267891922,-0.022058517833126956
2015-08-21,-0.018143973980770157,-0.004818489308519497,-0.028501636111662454
2015-08-24,-0.022506934925051347,-0.010858951928062271,-0.03779674426292379
2015-08-25,-0.0035526391859845934,-0.004190008420406038,-0.0018709693909477743
2015-08-26,0.016220841756728357,0.0036227415870991597,0.03392071285913123
2015-08-27,0.012408074972683206,0.005830735874150894,0.021388334657396646
2015-08-28,0.0008426570801353738,0.0014882533331028458,-0.0008870890868559744
2015-08-31,-0.003550503563545341,-0.001955152654143699,-0.007815474295973401
2015-09-01,-0.013473966193893263,-0.006176449934292866,-0.032760410366766135
2015-09-02,0.006943355435453152,0.0028093705864691842,0.017582864159289002
2015-09-03,-0.00010919230334680008,-0.0009277524206805499,0.0020005001464615813
2015-09-04,-0.0086750239857276,-0.004847678793863525,-0.01887798630251225
2015-09-08,0.008273482460153917,0.005870881315312965,0.026457028707969288
2015-09-09,-0.005235121970072991,-0.0055109740315417155,-0.00973315751001358
2015-09-10,0.002371382515410547,0.0019349578965129344,0.006734508315284549
2015-09-11,0.0008376090769189387,0.0004971715321782644,0.0019887347906939468
2015-09-14,-0.0010790410742105912,-0.0011017290544017844,-0.004872145502230696
2015-09-15,-0.00022435815652714446,2.4538564810994146e-05,0.009973123520567562
2015-09-16,0.005188247418680939,0.006778944864267583,0.014003598561590502
2015-09-17,0.0037572651782236456,0.004431429962909045,-0.0014165426149076454
2015-09-18,-0.0027019700335292824,-0.0027039131707596864,-0.020389973159457897
2015-09-21,-0.0016653924425755861,-0.0019004969425640283,0.0028959008211320025
2015-09-22,-0.0035648547823091846,-0.005280634661653932,-0.01768637707887577
2015-09-23,-0.0005260351126533393,-0.00035676246757845864,-0.0045930293607441275
2015-09-24,0.0027154642859891333,0.004656510892907695,-0.0035066283032265666
2015-09-25,-0.001038006520820539,-0.0014492080105150407,0.0025929283945600456
2015-09-28,-0.005733459542632979,-0.008293730443075353,-0.023646905376863758
2015-09-29,5.279463603024556e-05,-0.0005026816024775727,-0.0003784594942247699
2015-09-30,0.0028867672212101124,0.002844101107544267,0.021010893503452754
2015-10-01,0.0004419099649939085,0.0004371074815829046,0.002224782817468407
2015-10-02,0.008317106183090728,0.01093977180029626,0.017202855178549692
2015-10-05,0.0021353471168658765,0.003055900055879024,0.019094481206014757
2015-10-06,0.002041128182288743,0.0029613746910197025,-0.0008921643903063714
2015-10-07,0.0015653558698710656,0.002066583856853099,0.01107335669624443
2015-10-08,0.0007081520551188825,0.0006206740801004695,0.008832561864097643
2015-10-09,0.0024228957786734287,0.004132841473173138,0.0017508151384746373
2015-10-12,0.0013242026468126998,0.0015566882713989871,-0.0010486860292668876
2015-10-13,-0.0011165185215866959,-0.0011858153046287456,-0.010148957122061875
2015-10-14,0.0044581827322554115,0.005993453825685113,0.0010608002811920425
2015-10-15,0.0018611067189029389,0.002374287159709332,0.01642248463777407
2015-10-16,-0.0011604123940071208,-0.0017053096465863282,0.0017373731023471173
2015-10-19,-0.0011733322854097785,-0.001407048971283853,-0.002948346409129776
2015-10-20,-0.000226450263204042,0.0001835777254216575,-0.0017395704453496696
2015-10-21,-0.0023079905195679488,-0.002788840353892097,-0.005401531995359976
2015-10-22,0.0038330004617095127,0.0037777882820894393,0.014541030612487571
2015-10-23,0.0015629369672057747,0.0015275714984104571,0.010533564906537896
2015-10-26,-0.001031843700649726,-0.0010569824435588127,-0.0039303897104385754
2015-10-27,-0.00041019837546462095,-0.0003229019252545817,-0.005489742078152782
2015-10-28,-0.0005668984031795444,-0.0008952313912225507,0.008970297790998227
2015-10-29,-0.0042085635630998266,-0.004618509187333725,-0.0032487153927789336
2015-10-30,-0.000937735986903665,-0.0011541172777812525,-0.003945141408111752
2015-11-02,0.0006683521772657074,0.0004071822660601798,0.011365764444134285
2015-11-03,-0.002695217382021659,-0.0034302751301641676,0.0030648750334552055
2015-11-04,-0.0033465428356719896,-0.0037311456652044384,-0.0037345658819109007
2015-11-05,-0.0011362355059257034,-0.0013107003878409518,-0.002044482138117587
2015-11-06,-0.005484969244515371,-0.006119997664783883,-0.0032438759502835257
2015-11-09,-0.002320422279170298,-0.0021701114803988064,-0.010791613388573817
2015-11-10,0.0006328831229280629,0.00046486957236627213,0.0008655838587090514
2015-11-11,-0.00150245101413915,-0.001657923751401641,-0.0017299150995722101
2015-11-12,-0.002875818103387118,-0.00284740514631715,-0.012131696806797043
2015-11-13,-0.0022859089954438694,-0.002488164871675441,-0.01035082892931738
2015-11-16,0.0033193365997759355,0.004062736966219671,0.013472768922680567
2015-11-17,-0.0017273720119118318,-0.003030864579582071,0.00035002635705883023
2015-11-18,0.002090832573800572,0.0028395774366463955,0.011715065368257171
2015-11-19,0.002288208676835901,0.0035210176644627222,0.0025923849648512576
2015-11-20,-0.00039350099412981945,-0.0007352888630160759,0.002241130064980723
2015-11-23,-0.002517292373449265,-0.0029639649776696253,-0.003955835846589539
2015-11-24,0.0017620797131543185,0.0022960897045373185,0.0008633549398531226
2015-11-25,-0.0004602104121317678,-0.0008976825919462528,0.0008624476131564585
2015-11-27,-0.0023754879133287858,-0.0033659867909866803,-0.0013787758354975033
2015-11-30,-0.00018018089201949082,0.0009187177649226663,-0.0029347674289128545
2015-12-01,0.005748690546329695,0.004592642806606428,0.009868509336596665
2015-12-02,-0.007387296026062455,-0.006932686549833228,-0.010114896624380032
2015-12-03,-0.004355093465808931,-0.0022045939417779103,-0.011084150152456118
2015-12-04,0.010443432761715414,0.00995305045191408,0.014360669243659974
2015-12-07,-0.006752145945211482,-0.004844977701497971,-0.008632548537951368
2015-12-08,-0.005171469000358342,-0.002101117120674928,-0.009927025388075106
