decision_date,signal_date,application_date,eligible_assets,bsv_floor,regime,acwi_power_mode,gld_phoenix_sleeve,turnover,ACWI,AGG,GLD,BSV
2021-05-21,2021-05-20,2021-05-24,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.7,0.0,0.30000000000000004,0.0
2021-05-28,2021-05-27,2021-06-01,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2021-06-04,2021-06-03,2021-06-07,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.8,0.0,0.19999999999999996,0.0
2021-06-11,2021-06-10,2021-06-14,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2021-06-18,2021-06-17,2021-06-21,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2021-06-25,2021-06-24,2021-06-28,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-07-02,2021-07-01,2021-07-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-07-09,2021-07-08,2021-07-12,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-07-16,2021-07-15,2021-07-19,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2021-07-23,2021-07-22,2021-07-26,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2021-07-30,2021-07-29,2021-08-02,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-08-06,2021-08-05,2021-08-09,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-08-13,2021-08-12,2021-08-16,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-08-20,2021-08-19,2021-08-23,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-08-27,2021-08-26,2021-08-30,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-09-03,2021-09-02,2021-09-07,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-09-10,2021-09-09,2021-09-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-09-17,2021-09-16,2021-09-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-09-24,2021-09-23,2021-09-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-10-01,2021-09-30,2021-10-04,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2021-10-08,2021-10-07,2021-10-11,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2021-10-15,2021-10-14,2021-10-18,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-10-22,2021-10-21,2021-10-25,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-10-29,2021-10-28,2021-11-01,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-11-05,2021-11-04,2021-11-08,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-11-12,2021-11-11,2021-11-15,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2021-11-19,2021-11-18,2021-11-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2021-11-26,2021-11-24,2021-11-29,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-12-03,2021-12-02,2021-12-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2021-12-10,2021-12-09,2021-12-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2021-12-17,2021-12-16,2021-12-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.7,0.0,0.30000000000000004,0.0
2021-12-24,2021-12-23,2021-12-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2021-12-31,2021-12-30,2022-01-03,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.8,0.0,0.19999999999999996,0.0
2022-01-07,2022-01-06,2022-01-10,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2022-01-14,2022-01-13,2022-01-18,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2022-01-21,2022-01-20,2022-01-24,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.25000000000000006,0.675,0.022727272727272728,0.27954545454545454,0.022727272727272728
2022-01-28,2022-01-27,2022-01-31,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.5767857142857143,0.06971975393028025,0.25275974025974024,0.10073479152426523
2022-02-04,2022-02-03,2022-02-07,"ACWI,AGG,GLD,BSV",0.3,equity stress defensive rotation,False,False,0.25,0.4691616766467066,0.12909348766581671,0.23538377789874795,0.16636105778872878
2022-02-11,2022-02-10,2022-02-14,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.25000000000000006,0.38208667015825604,0.11753436991296065,0.360383777898748,0.1399951820300354
2022-02-18,2022-02-17,2022-02-22,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.25,0.29501166366980547,0.10597525216010459,0.485383777898748,0.113629306271342
2022-02-25,2022-02-24,2022-02-28,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.12923244420250413,0.25,0.1,0.55,0.1
2022-03-04,2022-03-03,2022-03-07,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-03-11,2022-03-10,2022-03-14,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-03-18,2022-03-17,2022-03-21,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-03-25,2022-03-24,2022-03-28,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-04-01,2022-03-31,2022-04-04,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-04-08,2022-04-07,2022-04-11,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-04-15,2022-04-14,2022-04-18,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-04-22,2022-04-21,2022-04-25,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-04-29,2022-04-28,2022-05-02,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-05-06,2022-05-05,2022-05-09,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-05-13,2022-05-12,2022-05-16,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.2361111111111111,0.14166666666666666,0.43888888888888894,0.18333333333333335
2022-05-20,2022-05-19,2022-05-23,"ACWI,AGG,GLD,BSV",0.3,equity stress defensive rotation,False,False,0.24999999999999997,0.24337855297157623,0.19835271317829456,0.31388888888888894,0.2443798449612403
2022-05-27,2022-05-26,2022-05-31,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.25,0.24678839994429747,0.14770401058348417,0.4354790419161677,0.17002854755605068
2022-06-03,2022-06-02,2022-06-06,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.2354651162790697,0.25,0.1,0.55,0.1
2022-06-10,2022-06-09,2022-06-13,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-06-17,2022-06-16,2022-06-21,"ACWI,AGG,GLD,BSV",0.1,equity stress gold rotation,False,False,0.0,0.25,0.1,0.55,0.1
2022-06-24,2022-06-23,2022-06-27,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.2361111111111111,0.14166666666666666,0.43888888888888894,0.18333333333333335
2022-07-01,2022-06-30,2022-07-05,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.24999999999999994,0.22222222222222224,0.18333333333333332,0.32777777777777783,0.26666666666666666
2022-07-08,2022-07-07,2022-07-11,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.20833333333333334,0.22499999999999998,0.2166666666666667,0.35
2022-07-15,2022-07-14,2022-07-18,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.1500000000000001,0.2,0.25,0.15,0.4
2022-07-22,2022-07-21,2022-07-25,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-07-29,2022-07-28,2022-08-01,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-08-05,2022-08-04,2022-08-08,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-08-12,2022-08-11,2022-08-15,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.27692307692307694,0.20192307692307693,0.1980769230769231,0.3230769230769231
2022-08-19,2022-08-18,2022-08-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.24999999999999997,0.37765567765567765,0.15384615384615385,0.22234432234432236,0.24615384615384617
2022-08-26,2022-08-25,2022-08-29,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.5026556776556776,0.10831276269264128,0.21573113934345503,0.17330042030822607
2022-09-02,2022-09-01,2022-09-06,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.3999593867972326,0.15638968576956436,0.1934274302019001,0.250223497231303
2022-09-09,2022-09-08,2022-09-12,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.2972630959387875,0.20446660884648743,0.17112372106034515,0.3271465741543799
2022-09-16,2022-09-15,2022-09-19,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.39195998197814186,0.15638968576956436,0.20142683502099082,0.250223497231303
2022-09-23,2022-09-22,2022-09-26,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.24999999999999997,0.29337207141208504,0.20446660884648743,0.17501474558704766,0.3271465741543799
2022-09-30,2022-09-29,2022-10-03,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.23677363399826537,0.2,0.25,0.15,0.4
2022-10-07,2022-10-06,2022-10-10,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-10-14,2022-10-13,2022-10-17,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-10-21,2022-10-20,2022-10-24,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-10-28,2022-10-27,2022-10-31,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-11-04,2022-11-03,2022-11-07,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-11-11,2022-11-10,2022-11-14,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.0,0.2,0.25,0.15,0.4
2022-11-18,2022-11-17,2022-11-21,"ACWI,AGG,GLD,BSV",0.3,equity stress defensive rotation,False,False,0.20000000000000004,0.25,0.25,0.2,0.3
2022-11-25,2022-11-23,2022-11-28,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.20000000000000004,0.2,0.25,0.15,0.4
2022-12-02,2022-12-01,2022-12-05,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.29615384615384616,0.20192307692307693,0.17884615384615385,0.3230769230769231
2022-12-09,2022-12-08,2022-12-12,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.3684981684981685,0.15384615384615385,0.2315018315018315,0.24615384615384617
2022-12-16,2022-12-15,2022-12-19,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.24999999999999994,0.44084249084249083,0.10576923076923078,0.28415750915750915,0.16923076923076924
2022-12-23,2022-12-22,2022-12-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.5131868131868131,0.0576923076923077,0.33681318681318684,0.09230769230769231
2022-12-30,2022-12-29,2023-01-03,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.24999999999999997,0.6381868131868131,0.019089366515837113,0.3121808338720104,0.03054298642533937
2023-01-06,2023-01-05,2023-01-09,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.24999999999999997,0.5462188207584968,0.006384748219035709,0.4371808338720104,0.01021559715045713
2023-01-13,2023-01-12,2023-01-17,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.10756235848300637,0.6,0.0,0.4,0.0
2023-01-20,2023-01-19,2023-01-23,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.5,0.0,0.5,0.0
2023-01-27,2023-01-26,2023-01-30,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.5,0.0,0.5,0.0
2023-02-03,2023-02-02,2023-02-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2023-02-10,2023-02-09,2023-02-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2023-02-17,2023-02-16,2023-02-21,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2023-02-24,2023-02-23,2023-02-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2023-03-03,2023-03-02,2023-03-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-03-10,2023-03-09,2023-03-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.5,0.0,0.5,0.0
2023-03-17,2023-03-16,2023-03-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.5,0.0,0.5,0.0
2023-03-24,2023-03-23,2023-03-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2023-03-31,2023-03-30,2023-04-03,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-04-07,2023-04-06,2023-04-10,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-04-14,2023-04-13,2023-04-17,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-04-21,2023-04-20,2023-04-24,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2023-04-28,2023-04-27,2023-05-01,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2023-05-05,2023-05-04,2023-05-08,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-05-12,2023-05-11,2023-05-15,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-05-19,2023-05-18,2023-05-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-05-26,2023-05-25,2023-05-30,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-06-02,2023-06-01,2023-06-05,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2023-06-09,2023-06-08,2023-06-12,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.725,0.0,0.275,0.0
2023-06-16,2023-06-15,2023-06-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.85,0.0,0.15000000000000002,0.0
2023-06-23,2023-06-22,2023-06-26,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.10000000000000009,0.9,0.0,0.09999999999999998,0.0
2023-06-30,2023-06-29,2023-07-03,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2023-07-07,2023-07-06,2023-07-10,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2023-07-14,2023-07-13,2023-07-17,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2023-07-21,2023-07-20,2023-07-24,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-07-28,2023-07-27,2023-07-31,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2023-08-04,2023-08-03,2023-08-07,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2023-08-11,2023-08-10,2023-08-14,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-08-18,2023-08-17,2023-08-21,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-08-25,2023-08-24,2023-08-28,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-09-01,2023-08-31,2023-09-05,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-09-08,2023-09-07,2023-09-11,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-09-15,2023-09-14,2023-09-18,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-09-22,2023-09-21,2023-09-25,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.7,0.0,0.30000000000000004,0.0
2023-09-29,2023-09-28,2023-10-02,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2023-10-06,2023-10-05,2023-10-09,"ACWI,AGG,GLD,BSV",0.4,dual growth stress,False,False,0.25,0.6038461538461538,0.04807692307692307,0.2711538461538462,0.07692307692307693
2023-10-13,2023-10-12,2023-10-16,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.7288461538461538,0.017439668174962304,0.2258107088989442,0.027903469079939687
2023-10-20,2023-10-19,2023-10-23,"ACWI,AGG,GLD,BSV",0.3,equity stress defensive rotation,False,False,0.25000000000000006,0.6102392871819777,0.07504324720884731,0.21941757556312025,0.09529989004605469
2023-10-27,2023-10-26,2023-10-30,"ACWI,AGG,GLD,BSV",0.3,equity stress defensive rotation,False,False,0.25,0.4916324205178017,0.13264682624273233,0.21302444222729627,0.1626963110121697
2023-11-03,2023-11-02,2023-11-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25000000000000006,0.5374975371451222,0.07650584584124397,0.29215932559997587,0.09383729141365804
2023-11-10,2023-11-09,2023-11-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.5833626537724426,0.020364865439755596,0.37129420897265547,0.02497827181514639
2023-11-17,2023-11-16,2023-11-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.2332746924551148,0.7,0.0,0.30000000000000004,0.0
2023-11-24,2023-11-22,2023-11-27,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.8,0.0,0.19999999999999996,0.0
2023-12-01,2023-11-30,2023-12-04,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.7,0.0,0.30000000000000004,0.0
2023-12-08,2023-12-07,2023-12-11,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.8,0.0,0.19999999999999996,0.0
2023-12-15,2023-12-14,2023-12-18,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.8,0.0,0.19999999999999996,0.0
2023-12-22,2023-12-21,2023-12-26,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2023-12-29,2023-12-28,2024-01-02,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-01-05,2024-01-04,2024-01-08,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2024-01-12,2024-01-11,2024-01-16,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2024-01-19,2024-01-18,2024-01-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-01-26,2024-01-25,2024-01-29,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-02-02,2024-02-01,2024-02-05,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-02-09,2024-02-08,2024-02-12,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-02-16,2024-02-15,2024-02-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-02-23,2024-02-22,2024-02-26,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-03-01,2024-02-29,2024-03-04,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-03-08,2024-03-07,2024-03-11,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-03-15,2024-03-14,2024-03-18,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.9,0.0,0.09999999999999998,0.0
2024-03-22,2024-03-21,2024-03-25,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.8,0.0,0.19999999999999996,0.0
2024-03-29,2024-03-28,2024-04-01,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.9,0.0,0.09999999999999998,0.0
2024-04-05,2024-04-04,2024-04-08,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.775,0.0,0.22499999999999998,0.0
2024-04-12,2024-04-11,2024-04-15,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.25,0.65,0.0,0.35,0.0
2024-04-19,2024-04-18,2024-04-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.10000000000000009,0.6,0.0,0.4,0.0
2024-04-26,2024-04-25,2024-04-29,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2024-05-03,2024-05-02,2024-05-06,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2024-05-10,2024-05-09,2024-05-13,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2024-05-17,2024-05-16,2024-05-20,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2024-05-24,2024-05-23,2024-05-28,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2024-05-31,2024-05-30,2024-06-03,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2024-06-07,2024-06-06,2024-06-10,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.6,0.0,0.4,0.0
2024-06-14,2024-06-13,2024-06-17,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2024-06-21,2024-06-20,2024-06-24,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2024-06-28,2024-06-27,2024-07-01,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2024-07-05,2024-07-03,2024-07-08,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.8,0.0,0.19999999999999996,0.0
2024-07-12,2024-07-11,2024-07-15,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.20000000000000018,0.7,0.0,0.30000000000000004,0.0
2024-07-19,2024-07-18,2024-07-22,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2024-07-26,2024-07-25,2024-07-29,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2024-08-02,2024-08-01,2024-08-05,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.0,0.7,0.0,0.30000000000000004,0.0
2024-08-09,2024-08-08,2024-08-12,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
2024-08-16,2024-08-15,2024-08-19,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.7,0.0,0.30000000000000004,0.0
2024-08-23,2024-08-22,2024-08-26,"ACWI,GLD",0.0,contest-horizon equity-gold vote,False,False,0.19999999999999996,0.6,0.0,0.4,0.0
